trade,state_name,state,median_hourly_wage_usd,wage_differential_vs_national_pct,median_wage_source,license_regime,license_source
hvac,Tennessee,TN,23.1,-16.15,"U.S. Bureau of Labor Statistics (BLS), May 2023 OEWS, https://www.bls.gov/oes/current/oes_tn.htm and https://www.bls.gov/oes/current/oes499021.htm","In Tennessee, a state-level contractor license is required by the Board for Licensing Contractors for HVAC/Refrigeration projects valued at $25,000 or more (labor and materials combined). License classifications include CMC-C (Mechanical - HVAC/Refrigeration) and CMC (Full Mechanical, covering HVAC, plumbing, and fire protection). For projects under $25,000, state contractor licensing is not required, but local municipal/county trade licenses, permits, or limited electrician licenses may apply.","Tennessee Department of Commerce and Insurance, Board for Licensing Contractors, 2026, https://www.tn.gov/commerce/regboards/contractors.html"
hvac,Texas,TX,24.13,-12.41,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_tx.htm","State-level licensing is required in Texas. The Texas Department of Licensing and Regulation (TDLR) regulates Air Conditioning and Refrigeration (ACR) Contractors under Texas Occupations Code Chapter 1302. License tiers include Class A (unlimited equipment capacity) and Class B (limited to cooling systems of 25 tons or less and heating systems of 1.5 million BTU/hr or less), with endorsements available in Environmental Air Conditioning, Commercial Refrigeration, and Process Cooling/Heating.","Texas Department of Licensing and Regulation (TDLR), 2024, https://www.tdlr.texas.gov/acr/acr.htm"
hvac,Utah,UT,23.97,-12.99,"U.S. Bureau of Labor Statistics, Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_ut.htm","Utah requires statewide licensing through the Utah Division of Professional Licensing (DOPL) under the Utah Construction Trades Licensing Act (Title 58, Chapter 55). HVAC contractors are licensed under specialty classifications, historically S350 (HVAC Contractor) transitioning to H100 (HVAC Contractor), requiring a qualifier who meets experience, exam, and pre-licensure course criteria. EPA Section 608 certification is required for refrigerant handling.","Utah Division of Professional Licensing (DOPL), 2026, https://dopl.utah.gov"
hvac,Vermont,VT,27.32,-0.83,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_vt.htm","Vermont does not issue a single unified HVAC contractor license at the state level. Instead, the Vermont Department of Public Safety Division of Fire Safety licenses individuals as Electrical Specialists (ES) for specific HVAC duties: Specialty A1 for Automatic Gas/Oil Heating and Specialty C3 for Refrigeration and Air Conditioning. Additionally, residential contractors performing work valued at $10,000 or more must register with the Vermont Office of Professional Regulation (OPR).","Vermont Department of Public Safety Division of Fire Safety, 2024, https://firesafety.vermont.gov/licensing"
hvac,Virginia,VA,27.94,1.42,"U.S. Bureau of Labor Statistics (BLS) OEWS, May 2023, https://www.bls.gov/oes/current/oes_va.htm","State-level contractor licensing is required in Virginia by the Department of Professional and Occupational Regulation (DPOR) Board for Contractors under the Heating, Ventilation, and Air Conditioning (HVA) specialty designation. License tiers include Class C (single project under $10,000; total annual under $150,000), Class B (single project $10,000-$120,000; total annual $150,000-$750,000), and Class A (single project $120,000+; total annual $750,000+). Individual technicians performing work must also hold an HVAC Tradesman license (Journeyman or Master).","Virginia Department of Professional and Occupational Regulation (DPOR) Board for Contractors, 2024, https://www.dpor.virginia.gov/Boards/Contractors"
hvac,Washington,WA,31.17,13.14,"U.S. Bureau of Labor Statistics (BLS), May 2023 State Occupational Employment and Wage Estimates (Washington), https://www.bls.gov/oes/current/oes_wa.htm and May 2023 National Occupational Employment and Wage Estimates, https://www.bls.gov/oes/current/oes499021.htm","State-level contractor registration and trade licensing are required in Washington. Businesses offering HVAC services must register as a Specialty Contractor (or General Contractor) with the Washington State Department of Labor & Industries (L&I). Technicians performing electrical work on HVAC systems must obtain a specialty electrician license through L&I, including 06A Specialty Electrician HVAC/R (unrestricted voltage/phase, requiring 4,000 experience hours) or 06B Specialty Electrician HVAC/R Restricted (up to 240V/120A single-phase, requiring 2,000 experience hours), or maintain an Electrical Trainee certificate under supervision. Local municipalities (e.g., Seattle, Spokane) may also require city gas piping or mechanical licenses.","Washington State Department of Labor & Industries (L&I), 2024, https://www.lni.wa.gov/licensing-permits/contractors/register-as-a-contractor/ and"
hvac,West Virginia,WV,22.16,-19.56,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_wv.htm","Statewide licensing is required in West Virginia. The West Virginia Division of Labor certifies individual technicians across three tiers: Technician-in-Training (Apprentice), HVAC Residential Technician, and HVAC Technician (requiring 2,000 hours of experience/training and passing the ProV trade exam). Additionally, businesses executing HVAC contracting projects exceeding $2,500 (residential) or $5,000 (commercial) must hold a Heating, Ventilating and Cooling Contractor License issued by the West Virginia Contractor Licensing Board.","West Virginia Division of Labor / West Virginia Contractor Licensing Board, 2024"
hvac,Wisconsin,WI,28.62,3.88,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_wi.htm","Wisconsin does not issue a mandatory individual statewide trade license for HVAC technicians; instead, the Wisconsin Department of Safety and Professional Services (DSPS) requires an HVAC Contractor Registration (Wis. Admin. Code SPS 305.70) for businesses installing or servicing HVAC equipment. Individuals may voluntarily earn an HVAC Qualifier Certification (Wis. Admin. Code SPS 305.71) by meeting 4 years of education/experience requirements and passing a state examination, which exempts the business from local municipal licensing under Wis. Stat. § 101.178(3)(c). For 1-2 family residential projects, contractors must also hold a Dwelling Contractor credential paired with a Dwelling Contractor Qualifier.","Wisconsin Department of Safety and Professional Services (DSPS), 2024, https://dsps.wi.gov/Pages/Professions/HVACQualifier/Default.aspx"
hvac,Wyoming,WY,25.44,-7.66,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_wy.htm","Wyoming does not mandate a statewide HVAC or refrigeration contractor/technician license. Licensing is managed locally at the municipal or county level (e.g., Cheyenne, Casper, Gillette, Laramie), which typically offer apprentice, journeyman, and master license tiers along with local contractor permits. Federal EPA Section 608 certification is required for refrigerant handling.","Wyoming Business Council / City of Cheyenne Compliance Department, 2024"
plumbing,Alabama,AL,24.36,-17.67,"U.S. Bureau of Labor Statistics, Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/2023/may/oes_al.htm","State-level license required. The Alabama Plumbers and Gas Fitters Examining Board regulates the plumbing trade statewide under Code of Alabama Title 34, Chapter 37. Licensure tiers include Registered Apprentice, Journeyman Plumber (requires 2 years of apprentice experience and passing the journeyman examination), and Master Plumber (requires 1 year of experience as a journeyman plumber and passing the master examination). A certified Master Plumber must serve as the active principal for a business entity to contract plumbing work or pull permits.","Alabama Plumbers and Gas Fitters Examining Board, 2024, https://pgfb.alabama.gov"
plumbing,Alaska,AK,39.26,32.68,"U.S. Bureau of Labor Statistics (BLS), OEWS May 2023 State Occupational Employment and Wage Estimates - Alaska, 2024, https://www.bls.gov/oes/current/oes_ak.htm","State-level licensing is required in Alaska for both individual plumbers and plumbing contracting businesses. At the individual level, the Alaska Department of Labor and Workforce Development (DOLWD) Mechanical Inspection Section regulates tradespersons across tiers including Plumber Trainee/Apprentice, Journeyman Plumber (requires 8,000 hours of experience and passing the Journeyman Plumber exam), and Restricted Plumber (Gas or Utility). At the business level, contracting companies offering plumbing services must register as a Mechanical Contractor or Specialty Contractor with the Alaska Department of Commerce, Community, and Economic Development (DCCED) Division of Corporations, Business and Professional Licensing (CBPL) under AS 08.18 and designate a licensed Mechanical Administrator (Plumbing endorsement) under AS 08.40.","Alaska Department of Labor and Workforce Development / Division of Corporations, Business and Professional Licensing, 2024"
plumbing,Arizona,AZ,27.35,-7.57,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_az.htm","A state-level license issued by the Arizona Registrar of Contractors (AZ ROC) is required for plumbing work exceeding $1,000 in labor and materials or requiring a permit. Arizona issues trade licenses at the state level (rather than city/county) across three primary tiers: Specialty Commercial Plumbing (C-37), Specialty Residential Plumbing (R-37 / R-37R), and Specialty Dual License Plumbing (CR-37, covering both commercial and residential).","Arizona Registrar of Contractors (AZ ROC), 2024, https://roc.az.gov"
plumbing,Arkansas,AR,22.82,-22.88,"U.S. Bureau of Labor Statistics, May 2023 State Occupational Employment and Wage Estimates - Arkansas, 2024, https://www.bls.gov/oes/current/oes_ar.htm and May 2023 National Occupational Employment and Wage Estimates, 2024, https://www.bls.gov/oes/current/oes_nat.htm","Statewide license required. Individual plumber credentials are administered at the state level by the Arkansas Department of Health, Plumbing and Natural Gas Section, under Arkansas Code Title 17 Chapter 38. License tiers include Apprentice Plumber, Journeyman Plumber, Master Plumber Restricted (residential only), and Master Plumber Unrestricted (all occupancies). Additionally, plumbing contracting businesses performing projects valued at $50,000 or more must obtain a Plumbing specialty contractor license from the Arkansas Contractors Licensing Board (ACLB).","Arkansas Department of Health, Plumbing and Natural Gas Section / Arkansas Contractors Licensing Board, 2024, https://aclb.arkansas.gov/ and https://www.healthy.arkansas.gov"
